ó^Ç¶ÇΩèdóvìx,0.130000,0.230000,0.120000,0.220000,0.110000,0.210000,0.090000,0.190000,0.080000,0.180000,0.070000,0.170000,0.050000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
128,0.095004, 0.159727,0.155013, 0.299559,0.147153, 0.256819,0.115841, 0.179834,0.069785, 0.172078,0.050322, 0.144536,0.043245, 0.111085,0.647275
129,0.114335, 0.194722,0.085798, 0.239754,0.157389, 0.207461,0.142065, 0.190229,0.098577, 0.144678,0.107226, 0.160444,0.045583, 0.111739,0.498055
130,0.191965, 0.233971,0.107200, 0.274007,0.081524, 0.214734,0.100500, 0.136731,0.114365, 0.184719,0.089802, 0.114542,0.055441, 0.100500,0.518406
131,0.108492, 0.180427,0.167789, 0.216984,0.161963, 0.204603,0.102664, 0.207309,0.100670, 0.172152,0.098246, 0.123285,0.048327, 0.107087,0.423696
132,0.117682, 0.151164,0.135648, 0.248502,0.113298, 0.154768,0.117188, 0.226595,0.106715, 0.193395,0.075582, 0.154964,0.062872, 0.141628,0.542033
133,0.101398, 0.192546,0.184043, 0.253567,0.126783, 0.219765,0.093957, 0.128375,0.081627, 0.217076,0.051729, 0.163253,0.062820, 0.123061,0.595286
134,0.162301, 0.229775,0.100731, 0.173546,0.079348, 0.152304,0.154638, 0.210840,0.086650, 0.167169,0.077773, 0.158696,0.074894, 0.171332,0.527327
135,0.134362, 0.227530,0.143676, 0.244880,0.092390, 0.202884,0.097831, 0.164083,0.114647, 0.189061,0.112606, 0.152611,0.053063, 0.070376,0.502851
136,0.140156, 0.303831,0.119842, 0.140156,0.125763, 0.139967,0.097888, 0.202556,0.060542, 0.205534,0.081555, 0.160120,0.058978, 0.163109,0.630549
137,0.162055, 0.213527,0.190113, 0.237612,0.106764, 0.240281,0.086407, 0.175659,0.089126, 0.184251,0.050219, 0.095507,0.058553, 0.109926,0.513525
138,0.125714, 0.219332,0.140671, 0.256780,0.101265, 0.167939,0.078031, 0.202531,0.081554, 0.169964,0.062418, 0.168568,0.062124, 0.163109,0.696444
139,0.095308, 0.305566,0.142718, 0.197138,0.096646, 0.219860,0.081213, 0.167138,0.066595, 0.193292,0.100139, 0.199242,0.053920, 0.081224,0.726921
140,0.119537, 0.149709,0.109913, 0.196228,0.161704, 0.261564,0.078954, 0.121203,0.098114, 0.207657,0.084456, 0.171462,0.058269, 0.181230,0.578107
141,0.145324, 0.231954,0.118969, 0.227631,0.097503, 0.237938,0.079320, 0.142351,0.071334, 0.214862,0.059795, 0.149230,0.064865, 0.158923,0.725779
142,0.144934, 0.181171,0.115136, 0.183621,0.081480, 0.249060,0.072017, 0.214989,0.091810, 0.228770,0.081376, 0.153171,0.058429, 0.144034,0.709633
143,0.106609, 0.260211,0.119209, 0.269066,0.131154, 0.187410,0.124496, 0.220584,0.050574, 0.131154,0.077228, 0.110122,0.073528, 0.138654,0.634403
144,0.124612, 0.279933,0.126564, 0.170292,0.086461, 0.253129,0.066079, 0.185306,0.070873, 0.124612,0.119229, 0.147908,0.112844, 0.132159,0.586676
145,0.154779, 0.229652,0.080332, 0.175377,0.114826, 0.248074,0.113764, 0.183938,0.087689, 0.208312,0.070551, 0.143705,0.047902, 0.141099,0.660315
146,0.080940, 0.183802,0.143691, 0.232067,0.116033, 0.224073,0.109796, 0.196918,0.071246, 0.115527,0.097649, 0.150031,0.091901, 0.186326,0.577487
147,0.125166, 0.238515,0.138956, 0.182957,0.097266, 0.277912,0.058557, 0.151525,0.138956, 0.182957,0.089917, 0.132413,0.067788, 0.117114,0.566786
148,0.148224, 0.216080,0.147186, 0.156407,0.139274, 0.168628,0.139274, 0.168628,0.065519, 0.139274,0.084314, 0.151801,0.126940, 0.148451,0.298538
149,0.131720, 0.224291,0.127254, 0.279901,0.115599, 0.158835,0.112145, 0.158427,0.128284, 0.138841,0.057969, 0.127254,0.079417, 0.160063,0.495223
150,0.093316, 0.287543,0.128741, 0.236206,0.135610, 0.273206,0.078433, 0.136451,0.090301, 0.131856,0.085132, 0.162314,0.052907, 0.107984,0.671120
151,0.131745, 0.205081,0.138918, 0.192282,0.091514, 0.182908,0.108602, 0.193483,0.088577, 0.139783,0.120270, 0.220280,0.054282, 0.132277,0.532185
152,0.109509, 0.292407,0.145891, 0.229435,0.140047, 0.185259,0.092630, 0.155584,0.074529, 0.164336,0.065546, 0.113409,0.084728, 0.146691,0.574242
153,0.114831, 0.226239,0.100722, 0.233069,0.094893, 0.220092,0.113752, 0.217343,0.101129, 0.171706,0.064698, 0.114831,0.084783, 0.141913,0.650385
154,0.139432, 0.272085,0.120227, 0.207600,0.103800, 0.229508,0.076407, 0.205279,0.100781, 0.170056,0.076174, 0.079387,0.058880, 0.160387,0.648600
155,0.086468, 0.185872,0.150688, 0.251344,0.105111, 0.214368,0.109913, 0.213622,0.125672, 0.221637,0.085534, 0.110593,0.052710, 0.086468,0.567809
156,0.125384, 0.312241,0.122484, 0.218184,0.155061, 0.259965,0.095096, 0.113053,0.108538, 0.156692,0.069289, 0.132748,0.056334, 0.074931,0.535628
