ó^Ç¶ÇΩèdóvìx,0.140000,0.220000,0.120000,0.220000,0.100000,0.220000,0.070000,0.210000,0.070000,0.190000,0.070000,0.170000,0.060000,0.140000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
87,0.114623, 0.249152,0.090770, 0.249152,0.136875, 0.181540,0.020297, 0.161243,0.000001, 0.293558,0.060325, 0.181540,0.070169, 0.190754,1.013880
88,0.135580, 0.362338,0.034608, 0.257723,0.091257, 0.146166,0.022200, 0.248959,0.038474, 0.219248,0.023797, 0.271159,0.041566, 0.106925,1.225036
89,0.114739, 0.214002,0.073969, 0.246077,0.091063, 0.302435,0.110722, 0.191713,0.032394, 0.164371,0.064654, 0.172054,0.042575, 0.179232,0.939766
90,0.156932, 0.277815,0.123880, 0.212003,0.074041, 0.169199,0.095970, 0.318004,0.053006, 0.209927,0.052783, 0.140600,0.045864, 0.069976,0.795049
91,0.142580, 0.282894,0.086930, 0.255402,0.053109, 0.220491,0.059108, 0.193718,0.000001, 0.299745,0.057348, 0.155545,0.047387, 0.145743,1.107074
92,0.140754, 0.336749,0.029004, 0.298945,0.086794, 0.212151,0.023561, 0.256385,0.051595, 0.154362,0.068709, 0.200238,0.045574, 0.095179,1.108019
93,0.042783, 0.337201,0.097134, 0.226063,0.107434, 0.284126,0.072804, 0.201655,0.107434, 0.130819,0.080714, 0.139240,0.007479, 0.165116,0.968440
94,0.130883, 0.304656,0.040365, 0.326655,0.050351, 0.269676,0.000001, 0.228217,0.017691, 0.213657,0.006669, 0.203104,0.059940, 0.148135,1.388201
95,0.057401, 0.283941,0.107966, 0.219344,0.041227, 0.300399,0.088555, 0.156429,0.073385, 0.141607,0.097148, 0.242943,0.062996, 0.126659,0.942643
96,0.128085, 0.218508,0.104477, 0.283703,0.136076, 0.257237,0.073045, 0.117177,0.043463, 0.175045,0.066289, 0.173296,0.054627, 0.168972,0.787877
97,0.089564, 0.198236,0.143900, 0.377360,0.087059, 0.222529,0.000001, 0.269990,0.034325, 0.191747,0.029219, 0.143900,0.057801, 0.154371,1.116266
98,0.182913, 0.262081,0.105646, 0.153548,0.164144, 0.258442,0.009588, 0.182938,0.091107, 0.222497,0.041813, 0.153548,0.023622, 0.148111,0.762330
99,0.173845, 0.221735,0.101358, 0.252359,0.173845, 0.221735,0.055088, 0.098895,0.098895, 0.170599,0.074389, 0.170599,0.020949, 0.165708,0.603260
100,0.132049, 0.295304,0.098816, 0.262433,0.052381, 0.190919,0.069278, 0.267821,0.000001, 0.248805,0.079669, 0.111250,0.053177, 0.138098,1.029259
101,0.051937, 0.355030,0.050282, 0.358422,0.007260, 0.254629,0.033777, 0.143407,0.035100, 0.261889,0.000001, 0.251720,0.019030, 0.177515,1.605224
102,0.110996, 0.245209,0.148064, 0.250267,0.132655, 0.163472,0.064342, 0.126921,0.041060, 0.210445,0.084041, 0.169245,0.086437, 0.166845,0.664809
103,0.134389, 0.228853,0.003243, 0.332651,0.049836, 0.178634,0.088024, 0.244626,0.022390, 0.286596,0.064853, 0.182992,0.068487, 0.114426,1.137556
104,0.105861, 0.338152,0.086286, 0.234478,0.080191, 0.166333,0.000001, 0.188035,0.069192, 0.243244,0.101079, 0.166590,0.000001, 0.220557,1.114779
105,0.115485, 0.254236,0.126143, 0.220333,0.075777, 0.173728,0.093487, 0.169886,0.130335, 0.277181,0.038270, 0.107960,0.061947, 0.155230,0.717110
106,0.136528, 0.167666,0.110053, 0.167666,0.110053, 0.167666,0.085172, 0.196862,0.050881, 0.297632,0.066145, 0.253015,0.051802, 0.138859,0.778734
107,0.175711, 0.267722,0.157145, 0.194276,0.079713, 0.193405,0.065219, 0.167625,0.011292, 0.231946,0.058173, 0.197614,0.040005, 0.160153,0.825483
108,0.118993, 0.209963,0.142308, 0.238973,0.125482, 0.229607,0.104776, 0.164478,0.057488, 0.164478,0.082239, 0.167102,0.034800, 0.159315,0.667832
109,0.134566, 0.160119,0.083833, 0.250239,0.057043, 0.240179,0.050620, 0.131825,0.104539, 0.168049,0.036572, 0.290723,0.055258, 0.236435,0.955139
110,0.157268, 0.245955,0.131290, 0.301048,0.100349, 0.120399,0.072704, 0.201611,0.075997, 0.134699,0.071960, 0.110374,0.071998, 0.204348,0.636869
111,0.162684, 0.338480,0.027725, 0.290845,0.079264, 0.225653,0.070359, 0.182911,0.058110, 0.217148,0.062372, 0.120949,0.052107, 0.111394,0.974758
112,0.143848, 0.194656,0.139337, 0.193063,0.054547, 0.378613,0.076161, 0.166579,0.042974, 0.163454,0.085464, 0.193063,0.043078, 0.125162,0.829181
113,0.079288, 0.401541,0.104167, 0.297373,0.071395, 0.146501,0.055843, 0.153638,0.000001, 0.237761,0.023785, 0.217896,0.001329, 0.209482,1.328382
114,0.073969, 0.320627,0.053534, 0.281323,0.078967, 0.203668,0.073367, 0.291382,0.000001, 0.251707,0.067619, 0.106876,0.022466, 0.174495,1.260154
115,0.042388, 0.366460,0.089618, 0.196476,0.116326, 0.250134,0.047823, 0.186394,0.000001, 0.272302,0.057138, 0.198531,0.000001, 0.176407,1.293407
116,0.170070, 0.274032,0.000001, 0.318645,0.056229, 0.247695,0.091674, 0.232100,0.069215, 0.193067,0.000001, 0.153704,0.069505, 0.124062,1.086610
117,0.011149, 0.380416,0.028709, 0.298044,0.046833, 0.239682,0.081688, 0.216511,0.047488, 0.195782,0.000001, 0.200085,0.065261, 0.188350,1.437740
118,0.115648, 0.274413,0.075435, 0.271511,0.062855, 0.336800,0.083920, 0.143995,0.028845, 0.147894,0.092100, 0.145002,0.071647, 0.149936,0.939099
119,0.077331, 0.255895,0.035432, 0.294857,0.000001, 0.264256,0.040712, 0.156172,0.120457, 0.230390,0.088527, 0.217227,0.043319, 0.175423,1.188440
120,0.042876, 0.210734,0.133521, 0.319968,0.113372, 0.210343,0.127049, 0.252479,0.074362, 0.171495,0.036902, 0.152836,0.049177, 0.104887,0.845481
121,0.127283, 0.289768,0.073558, 0.238583,0.000001, 0.253097,0.000001, 0.279540,0.092796, 0.217326,0.026808, 0.192753,0.061055, 0.147433,1.236997
122,0.152270, 0.248104,0.085290, 0.232292,0.039117, 0.265081,0.145656, 0.267236,0.061489, 0.149577,0.048480, 0.103223,0.058929, 0.143256,0.817538
123,0.128136, 0.195955,0.121123, 0.287411,0.154138, 0.213697,0.063235, 0.183918,0.060924, 0.195819,0.043188, 0.146254,0.020173, 0.186029,0.818165
124,0.162318, 0.304723,0.041443, 0.281926,0.079905, 0.197138,0.006920, 0.233520,0.057002, 0.161485,0.062957, 0.167990,0.051955, 0.190719,1.075000
125,0.053147, 0.289355,0.034530, 0.299476,0.066948, 0.256256,0.080801, 0.167326,0.057468, 0.185561,0.090450, 0.215830,0.041250, 0.161602,1.150812
126,0.102363, 0.337973,0.014850, 0.312280,0.113846, 0.249286,0.009132, 0.204727,0.074308, 0.151379,0.000001, 0.204726,0.029393, 0.195737,1.312214
127,0.166983, 0.188005,0.159336, 0.196539,0.000001, 0.307817,0.071272, 0.207158,0.055396, 0.202956,0.059772, 0.205481,0.013616, 0.165669,0.947249
128,0.006806, 0.371831,0.087180, 0.159747,0.063156, 0.216667,0.071277, 0.227027,0.021227, 0.266826,0.000001, 0.241430,0.128928, 0.137898,1.242851
129,0.177650, 0.220679,0.117166, 0.292735,0.022555, 0.204950,0.099582, 0.121096,0.022555, 0.204950,0.090454, 0.220679,0.058583, 0.146367,0.822912
130,0.155432, 0.271949,0.129742, 0.194569,0.057701, 0.233149,0.106461, 0.243233,0.101010, 0.168282,0.051731, 0.131307,0.053181, 0.102252,0.689482
131,0.000001, 0.367671,0.114770, 0.149302,0.109635, 0.255032,0.068673, 0.161877,0.072790, 0.192469,0.021488, 0.232630,0.077087, 0.176575,1.071112
132,0.132900, 0.241479,0.175328, 0.311140,0.093531, 0.142946,0.001118, 0.266043,0.081723, 0.208896,0.067344, 0.106680,0.052533, 0.118340,0.791048
133,0.109040, 0.289377,0.131216, 0.307524,0.043063, 0.219370,0.061439, 0.173248,0.000001, 0.208558,0.045745, 0.205016,0.034063, 0.172342,1.150868
134,0.093245, 0.253965,0.079673, 0.282772,0.169310, 0.169310,0.000001, 0.238320,0.000001, 0.236926,0.078052, 0.228599,0.000517, 0.169310,1.158403
135,0.090589, 0.277475,0.113789, 0.283135,0.048193, 0.229281,0.025423, 0.283217,0.079961, 0.192305,0.069369, 0.150876,0.020255, 0.136133,1.104843
136,0.099923, 0.268566,0.000001, 0.312015,0.131675, 0.224341,0.009792, 0.298183,0.054172, 0.203238,0.079008, 0.161071,0.069230, 0.088785,1.112400
137,0.000001, 0.326374,0.086379, 0.267781,0.011943, 0.256338,0.082516, 0.274148,0.000001, 0.265552,0.000001, 0.201041,0.046079, 0.181845,1.546160
138,0.133570, 0.150968,0.055927, 0.346260,0.095738, 0.255734,0.086304, 0.171385,0.067847, 0.172872,0.137160, 0.172872,0.002395, 0.150968,0.842117
139,0.130673, 0.225156,0.071560, 0.236173,0.155353, 0.239505,0.044568, 0.211130,0.032594, 0.177914,0.058138, 0.228645,0.000001, 0.188590,1.014227
140,0.000001, 0.377275,0.155049, 0.348245,0.064593, 0.174779,0.015572, 0.239372,0.000001, 0.231743,0.026606, 0.125824,0.065542, 0.175396,1.345268
141,0.063203, 0.243977,0.047647, 0.365965,0.090387, 0.153590,0.025151, 0.243977,0.003135, 0.254582,0.073570, 0.180235,0.067864, 0.186717,1.258086
142,0.089050, 0.208038,0.072290, 0.277200,0.058439, 0.211118,0.000001, 0.256102,0.000001, 0.250137,0.069932, 0.220319,0.054895, 0.232478,1.310784
143,0.161792, 0.260845,0.115408, 0.115408,0.000001, 0.284917,0.072478, 0.188111,0.047011, 0.230816,0.093417, 0.189867,0.063678, 0.176251,0.892429
144,0.150922, 0.247644,0.066595, 0.235250,0.071132, 0.235264,0.075755, 0.178395,0.087500, 0.188552,0.064616, 0.190720,0.000001, 0.207653,0.966957
145,0.122144, 0.289014,0.148084, 0.289014,0.070046, 0.218549,0.044671, 0.222330,0.032935, 0.164463,0.054370, 0.148220,0.016196, 0.179964,1.023108
146,0.096907, 0.279657,0.101640, 0.246967,0.047881, 0.376564,0.000001, 0.197080,0.006988, 0.222897,0.032477, 0.162382,0.055156, 0.173402,1.317899
147,0.068406, 0.325381,0.095686, 0.207014,0.074718, 0.222219,0.000001, 0.276908,0.098494, 0.226887,0.080588, 0.171076,0.054222, 0.098399,1.055768
148,0.125633, 0.258909,0.145794, 0.199418,0.053035, 0.211936,0.008046, 0.334892,0.078990, 0.207197,0.022351, 0.200623,0.045557, 0.107620,1.041189
149,0.141362, 0.285054,0.096268, 0.361846,0.039261, 0.271629,0.063969, 0.213208,0.035098, 0.121779,0.090123, 0.151108,0.035422, 0.093872,0.996993
150,0.110384, 0.176860,0.023741, 0.336891,0.136525, 0.287244,0.026655, 0.177932,0.033077, 0.215433,0.000001, 0.219338,0.072337, 0.183582,1.194560
151,0.066932, 0.347237,0.035450, 0.371337,0.141707, 0.204110,0.065349, 0.188896,0.076167, 0.214470,0.063938, 0.099750,0.038203, 0.086454,1.024507
152,0.083621, 0.285396,0.054449, 0.258693,0.032295, 0.337049,0.052190, 0.142698,0.066369, 0.172462,0.057594, 0.205224,0.075234, 0.176727,1.156495
153,0.188256, 0.254476,0.028036, 0.321721,0.106992, 0.176119,0.119537, 0.264179,0.049470, 0.154281,0.054086, 0.125814,0.046352, 0.110683,0.814544
154,0.082080, 0.243834,0.084232, 0.243834,0.164159, 0.243834,0.024389, 0.248117,0.028154, 0.163906,0.083018, 0.203997,0.000001, 0.186446,1.067934
155,0.136707, 0.188142,0.137104, 0.342613,0.061509, 0.188142,0.000001, 0.225094,0.093468, 0.171273,0.042760, 0.171794,0.058285, 0.183108,0.940331
156,0.144106, 0.204340,0.110136, 0.204317,0.113989, 0.174223,0.027967, 0.217065,0.130890, 0.288211,0.054039, 0.144097,0.020791, 0.165830,0.796166
157,0.127526, 0.267544,0.082447, 0.288691,0.122750, 0.190744,0.050422, 0.175425,0.085254, 0.182289,0.066886, 0.206548,0.043206, 0.110269,0.843020
158,0.091869, 0.292084,0.101879, 0.227124,0.018848, 0.349284,0.022182, 0.204941,0.000001, 0.251902,0.065495, 0.141534,0.045388, 0.187469,1.308676
159,0.109375, 0.250971,0.090036, 0.327656,0.155859, 0.273047,0.071484, 0.110547,0.071484, 0.175942,0.052251, 0.164350,0.039771, 0.107226,0.819480
