ó^Ç¶ÇΩèdóvìx,0.230000,0.370000,0.200000,0.300000,0.170000,0.230000,0.100000,0.200000,0.030000,0.170000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],ãÊä‘ïùÇÃëçòa
211,0.218421, 0.359558,0.203867, 0.367487,0.246351, 0.285677,0.073076, 0.145021,0.029122, 0.071419,0.458326
212,0.191502, 0.445807,0.130399, 0.366431,0.127496, 0.240402,0.106218, 0.264516,0.021011, 0.106218,0.846747
213,0.193951, 0.227857,0.166807, 0.340425,0.210904, 0.244809,0.135685, 0.304745,0.049594, 0.125223,0.486118
214,0.230273, 0.411516,0.125844, 0.401736,0.139651, 0.320894,0.000001, 0.247964,0.000001, 0.122120,1.008460
215,0.284157, 0.403091,0.194588, 0.371666,0.189609, 0.213482,0.097941, 0.100773,0.040523, 0.104169,0.386360
216,0.177808, 0.382729,0.254597, 0.374450,0.076306, 0.279309,0.079682, 0.214662,0.048295, 0.112163,0.726627
217,0.197552, 0.541714,0.033850, 0.537686,0.051068, 0.282501,0.012735, 0.184816,0.000001, 0.158076,1.409588
218,0.245518, 0.316201,0.220080, 0.446987,0.075275, 0.285316,0.067963, 0.175677,0.028596, 0.138388,0.725137
219,0.223460, 0.525991,0.071128, 0.321709,0.067631, 0.335210,0.076535, 0.245174,0.000001, 0.133161,1.122489
220,0.151457, 0.523281,0.173126, 0.336711,0.100914, 0.202001,0.043976, 0.239017,0.000001, 0.229517,1.061052
221,0.223885, 0.378441,0.150062, 0.274281,0.217550, 0.301163,0.099123, 0.177747,0.069865, 0.107882,0.479030
222,0.343123, 0.397463,0.103247, 0.201133,0.176754, 0.370958,0.117871, 0.140181,0.018882, 0.130389,0.480247
223,0.171144, 0.376128,0.140619, 0.376638,0.136818, 0.276549,0.117041, 0.273636,0.045217, 0.086209,0.778323
224,0.221519, 0.481218,0.176980, 0.205305,0.079207, 0.191142,0.163971, 0.338700,0.040449, 0.101510,0.635749
225,0.216424, 0.474692,0.167326, 0.312178,0.144371, 0.338006,0.060248, 0.145197,0.003284, 0.138274,0.816695
226,0.197601, 0.578719,0.111453, 0.251833,0.148793, 0.246410,0.047925, 0.241511,0.000001, 0.175754,0.988455
227,0.286852, 0.518349,0.107380, 0.331815,0.132498, 0.200692,0.076508, 0.200692,0.044868, 0.100346,0.703789
228,0.250771, 0.409750,0.267788, 0.267788,0.097368, 0.267788,0.084768, 0.199798,0.038115, 0.116065,0.522379
229,0.233506, 0.392178,0.197406, 0.301284,0.172996, 0.234058,0.172894, 0.219101,0.029963, 0.046615,0.386470
230,0.162302, 0.399298,0.207627, 0.545361,0.115640, 0.208963,0.048836, 0.124800,0.024872, 0.162302,0.881448
231,0.180397, 0.431965,0.179276, 0.317964,0.134180, 0.306181,0.066036, 0.248620,0.000001, 0.135379,0.880220
232,0.231467, 0.363682,0.148787, 0.214895,0.178812, 0.337376,0.148787, 0.214895,0.060259, 0.101040,0.463776
233,0.234070, 0.411048,0.217197, 0.312062,0.179199, 0.256323,0.078015, 0.156055,0.036395, 0.119636,0.510247
234,0.304159, 0.331818,0.264820, 0.407098,0.119826, 0.211992,0.082955, 0.168328,0.026050, 0.082955,0.404382
235,0.335249, 0.344715,0.189224, 0.364150,0.116311, 0.318305,0.110172, 0.113327,0.035838, 0.072708,0.426412
236,0.263402, 0.434517,0.143144, 0.383436,0.119982, 0.169696,0.009400, 0.337376,0.020596, 0.118451,0.886950
237,0.239543, 0.344946,0.182510, 0.419419,0.179454, 0.297745,0.083842, 0.146122,0.028740, 0.077680,0.571824
238,0.224373, 0.475731,0.062557, 0.301423,0.230619, 0.301423,0.108302, 0.122317,0.044298, 0.128957,0.659701
239,0.204060, 0.550152,0.064602, 0.343518,0.120481, 0.223036,0.063659, 0.171759,0.010370, 0.248362,1.073655
240,0.165699, 0.466315,0.178524, 0.328099,0.083216, 0.253311,0.105336, 0.300419,0.013746, 0.105336,0.906960
241,0.242015, 0.440965,0.136878, 0.328032,0.177475, 0.274322,0.058118, 0.205317,0.000001, 0.136877,0.771026
242,0.204166, 0.391048,0.165548, 0.486861,0.135572, 0.195524,0.029377, 0.162183,0.047243, 0.182477,0.836187
243,0.222649, 0.373581,0.198431, 0.360303,0.144777, 0.303053,0.118408, 0.171146,0.000001, 0.107652,0.631469
244,0.255332, 0.505351,0.120081, 0.302345,0.111745, 0.151172,0.131458, 0.170886,0.064638, 0.186991,0.633492
245,0.170091, 0.461593,0.225047, 0.366985,0.148008, 0.218977,0.000001, 0.249826,0.000001, 0.159472,0.913705
246,0.185600, 0.424081,0.187920, 0.282721,0.142427, 0.233413,0.039461, 0.336252,0.034912, 0.133214,0.819362
247,0.341494, 0.396490,0.128938, 0.321696,0.087838, 0.257505,0.060348, 0.269806,0.033567, 0.102319,0.695630
248,0.161944, 0.493446,0.160539, 0.346042,0.056793, 0.253291,0.002809, 0.321079,0.034526, 0.169530,1.166777
249,0.205330, 0.431613,0.148643, 0.262017,0.153586, 0.299509,0.063494, 0.205330,0.000001, 0.230477,0.857892
250,0.265825, 0.430908,0.132913, 0.276526,0.189842, 0.339050,0.054807, 0.221521,0.024466, 0.064142,0.664295
251,0.219292, 0.378394,0.159691, 0.499372,0.056115, 0.296154,0.069871, 0.149421,0.001233, 0.170457,0.987595
252,0.360628, 0.444218,0.093469, 0.301252,0.095359, 0.295461,0.134141, 0.162004,0.026970, 0.086497,0.578866
253,0.206336, 0.341099,0.261801, 0.447350,0.136859, 0.204240,0.089692, 0.170550,0.018691, 0.123382,0.573244
254,0.188336, 0.385086,0.249284, 0.411943,0.103741, 0.264930,0.088331, 0.202547,0.017670, 0.088132,0.705276
255,0.158771, 0.301347,0.159092, 0.396116,0.201256, 0.308090,0.097257, 0.254673,0.010649, 0.112749,0.745949
256,0.247490, 0.336394,0.168197, 0.283189,0.153237, 0.183157,0.153237, 0.183157,0.123745, 0.168197,0.308190
257,0.225009, 0.422105,0.084962, 0.403752,0.086778, 0.337684,0.064707, 0.160303,0.000001, 0.214699,1.077086
258,0.205161, 0.367695,0.188312, 0.490807,0.035255, 0.280897,0.048012, 0.205498,0.000001, 0.178363,1.046518
259,0.205369, 0.498979,0.118424, 0.348973,0.060779, 0.304782,0.122663, 0.197722,0.033624, 0.108684,0.918282
260,0.209294, 0.427643,0.174339, 0.453987,0.044340, 0.267650,0.106156, 0.178939,0.000001, 0.137652,0.931740
261,0.266430, 0.314139,0.295878, 0.295878,0.113523, 0.206144,0.085864, 0.232614,0.038877, 0.150651,0.398855
262,0.188309, 0.388151,0.089388, 0.377311,0.160650, 0.331517,0.056281, 0.230140,0.000001, 0.178252,1.010744
263,0.162071, 0.508437,0.118924, 0.307899,0.143950, 0.267156,0.082346, 0.205553,0.000001, 0.203663,0.985416
264,0.179224, 0.336046,0.060069, 0.436290,0.100813, 0.257635,0.000001, 0.384759,0.000001, 0.245163,1.319785
265,0.212436, 0.244296,0.212436, 0.244296,0.228366, 0.332320,0.134826, 0.235804,0.076122, 0.079097,0.271628
266,0.159350, 0.393088,0.167636, 0.286806,0.227196, 0.346415,0.069055, 0.191809,0.020533, 0.138110,0.712458
267,0.254830, 0.387030,0.166434, 0.327544,0.087751, 0.239148,0.127415, 0.193515,0.030596, 0.185736,0.665948
268,0.184317, 0.275058,0.217572, 0.401814,0.115973, 0.337645,0.098144, 0.275625,0.034158, 0.059694,0.699674
269,0.286462, 0.389319,0.240308, 0.389319,0.117517, 0.168945,0.060066, 0.230017,0.039343, 0.078703,0.512607
270,0.179152, 0.299869,0.126775, 0.318037,0.179152, 0.299869,0.098660, 0.239511,0.041958, 0.217017,0.748607
271,0.228754, 0.494598,0.063627, 0.393880,0.081995, 0.357742,0.011115, 0.228754,0.019601, 0.119934,1.189817
272,0.196097, 0.303607,0.232983, 0.405927,0.109735, 0.303607,0.124926, 0.178681,0.041913, 0.102523,0.588692
273,0.175456, 0.457154,0.080946, 0.464197,0.147017, 0.227156,0.106947, 0.187086,0.000001, 0.154041,0.979266
274,0.208825, 0.326802,0.212107, 0.249244,0.143191, 0.232317,0.212107, 0.249244,0.076892, 0.089271,0.293756
275,0.248144, 0.488018,0.137108, 0.359179,0.119877, 0.284334,0.037649, 0.202105,0.003708, 0.119877,0.907027
276,0.270169, 0.367258,0.174931, 0.327761,0.159357, 0.207901,0.071739, 0.310776,0.036587, 0.073519,0.574433
277,0.212777, 0.321339,0.206975, 0.427752,0.141316, 0.156515,0.086460, 0.283730,0.044992, 0.118143,0.614960
278,0.074549, 0.415488,0.166181, 0.482487,0.136111, 0.348077,0.000001, 0.217816,0.000001, 0.159289,1.246313
279,0.183456, 0.441411,0.239506, 0.289326,0.109918, 0.324111,0.110338, 0.186764,0.024674, 0.090497,0.664218
280,0.203913, 0.480781,0.073489, 0.334338,0.071335, 0.436028,0.040057, 0.203913,0.034161, 0.121985,1.154090
281,0.081515, 0.395220,0.159525, 0.479946,0.101736, 0.319735,0.106578, 0.234040,0.014315, 0.107390,1.072662
282,0.199092, 0.303561,0.100857, 0.429088,0.066948, 0.497622,0.073429, 0.125663,0.000001, 0.203739,1.119347
283,0.232318, 0.400302,0.179825, 0.284811,0.152729, 0.253048,0.045595, 0.288396,0.041493, 0.121483,0.696081
284,0.280405, 0.445901,0.181576, 0.366063,0.076501, 0.211913,0.131510, 0.198955,0.031401, 0.075774,0.597213
285,0.276861, 0.317883,0.297372, 0.338394,0.103358, 0.244443,0.076183, 0.238993,0.025568, 0.080944,0.441315
286,0.240251, 0.524654,0.074621, 0.336784,0.130676, 0.242578,0.016954, 0.262327,0.000001, 0.171154,1.074995
287,0.288514, 0.321430,0.272056, 0.304972,0.118000, 0.252805,0.106967, 0.165089,0.042369, 0.127799,0.344190
288,0.229180, 0.436844,0.149496, 0.240944,0.138946, 0.285454,0.117731, 0.241244,0.008961, 0.151200,0.711372
289,0.273360, 0.422332,0.199692, 0.324517,0.125206, 0.148154,0.125206, 0.148154,0.093142, 0.140237,0.366785
290,0.182883, 0.292153,0.237518, 0.346787,0.090402, 0.292153,0.033140, 0.319068,0.041955, 0.163941,0.828203
291,0.292543, 0.479519,0.226221, 0.333390,0.113110, 0.166695,0.088261, 0.194965,0.000001, 0.105296,0.559728
292,0.110135, 0.398697,0.153170, 0.312071,0.125410, 0.419112,0.075318, 0.236753,0.053024, 0.116310,0.965885
293,0.174852, 0.365390,0.217066, 0.270121,0.132231, 0.305161,0.022365, 0.253721,0.065293, 0.193799,0.776386
294,0.179752, 0.443824,0.164322, 0.221912,0.172533, 0.414489,0.096559, 0.125353,0.045639, 0.135617,0.682391
295,0.184671, 0.419864,0.064978, 0.419864,0.057414, 0.302268,0.032668, 0.282298,0.041065, 0.194910,1.238408
296,0.263578, 0.421052,0.184842, 0.342315,0.131789, 0.226273,0.092421, 0.171157,0.034784, 0.131789,0.585172
297,0.280024, 0.369323,0.187182, 0.380166,0.132909, 0.227656,0.102085, 0.223155,0.020831, 0.076668,0.553938
298,0.232060, 0.392083,0.194677, 0.318722,0.159109, 0.325145,0.122085, 0.174538,0.017796, 0.063784,0.548544
299,0.218776, 0.444354,0.125256, 0.312296,0.115184, 0.259344,0.072080, 0.187264,0.046671, 0.218776,0.844067
300,0.228864, 0.438617,0.192633, 0.351395,0.113252, 0.272014,0.093023, 0.232653,0.022828, 0.054723,0.698801
301,0.184596, 0.505741,0.080670, 0.369192,0.084161, 0.285031,0.093463, 0.219392,0.021326, 0.156428,1.071568
302,0.245774, 0.405939,0.165692, 0.325856,0.058873, 0.311226,0.051440, 0.270626,0.000001, 0.164573,0.956439
303,0.220972, 0.429356,0.180032, 0.272039,0.180032, 0.272039,0.113018, 0.124375,0.022591, 0.185545,0.566710
304,0.140152, 0.278008,0.149941, 0.350380,0.161143, 0.388356,0.140152, 0.251714,0.048188, 0.091964,0.720846
305,0.268344, 0.396799,0.092317, 0.337768,0.113239, 0.405084,0.104696, 0.159836,0.022778, 0.099139,0.797253
306,0.250225, 0.447609,0.177665, 0.310400,0.155200, 0.251898,0.090821, 0.203549,0.020181, 0.092453,0.611817
307,0.255898, 0.362889,0.200164, 0.380370,0.147623, 0.280496,0.101962, 0.153936,0.042863, 0.073800,0.502982
308,0.209847, 0.490257,0.148332, 0.322587,0.107416, 0.161294,0.076739, 0.294402,0.054771, 0.134355,0.805790
309,0.187903, 0.508708,0.012449, 0.393892,0.103330, 0.351288,0.087691, 0.210524,0.013631, 0.130584,1.189993
310,0.242060, 0.319742,0.203219, 0.280901,0.147065, 0.319928,0.069311, 0.218205,0.055501, 0.144067,0.565688
311,0.244265, 0.409972,0.113435, 0.362815,0.101860, 0.307993,0.058037, 0.254823,0.037761, 0.109040,0.889286
312,0.223893, 0.504096,0.101629, 0.317670,0.110640, 0.238964,0.097835, 0.215416,0.028457, 0.161400,0.875093
313,0.218131, 0.362326,0.191026, 0.362326,0.115852, 0.290229,0.030969, 0.286093,0.049072, 0.093975,0.789899
314,0.352870, 0.456452,0.202331, 0.254121,0.135849, 0.259099,0.039615, 0.180941,0.034014, 0.084707,0.470641
315,0.271621, 0.366917,0.170362, 0.441146,0.102335, 0.254328,0.045975, 0.239904,0.000001, 0.107412,0.819413
316,0.270695, 0.316570,0.142863, 0.383533,0.123741, 0.192828,0.091604, 0.199074,0.003935, 0.275157,0.734324
317,0.110578, 0.439003,0.123611, 0.398892,0.125484, 0.275748,0.130626, 0.284539,0.030532, 0.080988,0.958339
318,0.224028, 0.473826,0.087054, 0.379435,0.101944, 0.346111,0.055971, 0.212384,0.007234, 0.112014,1.047540
319,0.194308, 0.501337,0.149736, 0.255326,0.111310, 0.257586,0.044948, 0.290582,0.028502, 0.166365,0.942392
320,0.225049, 0.478079,0.158729, 0.252908,0.157315, 0.349997,0.088001, 0.164907,0.008251, 0.116765,0.725312
321,0.232960, 0.449210,0.100047, 0.346561,0.172698, 0.266548,0.054251, 0.180891,0.045846, 0.150988,0.788396
322,0.237639, 0.396533,0.206883, 0.345197,0.136490, 0.227749,0.090053, 0.150255,0.078395, 0.130806,0.501079
323,0.217920, 0.353887,0.176944, 0.352500,0.142952, 0.306757,0.025541, 0.264722,0.015828, 0.142952,0.841633
324,0.274101, 0.547081,0.101433, 0.240974,0.141775, 0.252149,0.065300, 0.196962,0.012658, 0.167567,0.809467
325,0.135424, 0.317239,0.134849, 0.565160,0.101125, 0.311363,0.044516, 0.226331,0.000001, 0.163992,1.168170
326,0.180890, 0.405735,0.157214, 0.256562,0.177517, 0.365231,0.104810, 0.215943,0.000001, 0.136098,0.759136
327,0.310515, 0.310515,0.221485, 0.404218,0.124702, 0.297374,0.064180, 0.155257,0.000001, 0.111752,0.558234
328,0.250280, 0.279371,0.264826, 0.293917,0.250280, 0.279371,0.132125, 0.176337,0.028129, 0.045364,0.148719
329,0.149945, 0.494805,0.133946, 0.409102,0.149612, 0.259490,0.037006, 0.239012,0.000001, 0.127082,1.058980
330,0.275637, 0.377773,0.166670, 0.390226,0.128885, 0.272621,0.090200, 0.197819,0.023438, 0.076731,0.630340
331,0.107677, 0.380535,0.133452, 0.386077,0.199008, 0.267251,0.159483, 0.233130,0.000001, 0.133386,0.800759
332,0.226377, 0.494057,0.171288, 0.280613,0.171288, 0.280613,0.000001, 0.203109,0.000001, 0.172655,0.862092
333,0.217439, 0.477909,0.182697, 0.243390,0.134567, 0.258266,0.054808, 0.277466,0.014423, 0.139035,0.792133
334,0.243707, 0.429262,0.200587, 0.200587,0.200587, 0.200587,0.047710, 0.295932,0.045143, 0.135897,0.524532
335,0.191113, 0.468637,0.149107, 0.361984,0.141680, 0.241518,0.109297, 0.225059,0.000001, 0.111603,0.817604
336,0.177130, 0.439321,0.143054, 0.268922,0.065511, 0.442824,0.080120, 0.205988,0.052873, 0.124257,0.962624
337,0.162194, 0.398366,0.217040, 0.253651,0.142790, 0.284216,0.113912, 0.263541,0.046619, 0.117673,0.634891
338,0.119408, 0.388276,0.117230, 0.566824,0.055424, 0.342027,0.001679, 0.237137,0.013360, 0.158635,1.385798
339,0.192198, 0.423827,0.120035, 0.382877,0.154229, 0.229407,0.154687, 0.246994,0.031233, 0.064513,0.695235
340,0.254189, 0.397330,0.209285, 0.299094,0.150112, 0.263267,0.113936, 0.155705,0.064327, 0.092753,0.416301
341,0.122003, 0.439757,0.093971, 0.273483,0.174242, 0.372724,0.099241, 0.273483,0.000001, 0.151094,1.021083
342,0.233369, 0.458545,0.207574, 0.299859,0.116685, 0.150039,0.046363, 0.278161,0.059848, 0.149557,0.672322
343,0.307619, 0.357929,0.151296, 0.369217,0.138892, 0.168726,0.002120, 0.235269,0.056036, 0.212895,0.688072
344,0.180647, 0.458600,0.104011, 0.409348,0.087328, 0.319623,0.084213, 0.197947,0.039953, 0.118330,1.007696
345,0.159098, 0.364735,0.191129, 0.369002,0.147432, 0.338904,0.077730, 0.228969,0.044152, 0.078849,0.760919
346,0.152563, 0.389849,0.175136, 0.382499,0.071455, 0.278817,0.000001, 0.405771,0.008307, 0.135603,1.185078
347,0.202745, 0.375130,0.193955, 0.224686,0.176236, 0.220650,0.147246, 0.283477,0.040419, 0.135456,0.478799
348,0.199804, 0.298803,0.151827, 0.419220,0.150305, 0.249304,0.087401, 0.300933,0.041432, 0.100972,0.738463
349,0.213501, 0.285305,0.213501, 0.285305,0.249403, 0.321207,0.113942, 0.195297,0.039404, 0.083134,0.340496
350,0.184686, 0.308174,0.212151, 0.354000,0.160783, 0.268277,0.121853, 0.203317,0.069987, 0.116773,0.501079
351,0.142307, 0.439948,0.153694, 0.342537,0.137595, 0.214317,0.107019, 0.240206,0.000001, 0.222375,0.918767
352,0.171923, 0.425849,0.277678, 0.355440,0.116400, 0.278709,0.110206, 0.158279,0.023641, 0.081876,0.600306
353,0.211104, 0.403450,0.170557, 0.251650,0.129210, 0.271586,0.111678, 0.337891,0.000001, 0.112874,0.754901
354,0.252978, 0.445780,0.144241, 0.340791,0.142324, 0.252994,0.098830, 0.201302,0.021930, 0.098830,0.679393
355,0.288657, 0.440620,0.099064, 0.327127,0.163563, 0.163563,0.152649, 0.196755,0.018620, 0.149381,0.554892
356,0.192003, 0.468359,0.104366, 0.463275,0.062832, 0.330181,0.051057, 0.133158,0.015553, 0.179216,1.148377
357,0.203657, 0.362743,0.194214, 0.430422,0.085341, 0.270702,0.114242, 0.207001,0.004385, 0.127293,0.796322
358,0.214304, 0.359558,0.239479, 0.362472,0.136473, 0.279050,0.098271, 0.165405,0.064580, 0.080408,0.493787
359,0.150939, 0.393824,0.182618, 0.422913,0.114946, 0.301879,0.101423, 0.180519,0.014749, 0.136191,0.870649
360,0.293606, 0.371445,0.254686, 0.332525,0.123815, 0.247630,0.053140, 0.175600,0.000001, 0.147551,0.549503
361,0.291323, 0.549031,0.177229, 0.231041,0.122939, 0.204135,0.017146, 0.204135,0.048009, 0.155011,0.686707
362,0.193346, 0.423723,0.226388, 0.402263,0.097579, 0.272799,0.077578, 0.190597,0.017388, 0.098339,0.775442
363,0.191830, 0.412916,0.131367, 0.399694,0.095176, 0.288484,0.093694, 0.275277,0.000001, 0.111562,0.975865
364,0.174734, 0.376588,0.299883, 0.395466,0.117542, 0.292434,0.071389, 0.171416,0.027156, 0.073393,0.618594
365,0.206459, 0.305177,0.118856, 0.317078,0.112033, 0.414515,0.068307, 0.255818,0.021643, 0.180115,0.945404
366,0.187656, 0.415391,0.191452, 0.380047,0.073789, 0.301524,0.100508, 0.229408,0.050993, 0.069232,0.791204
367,0.377093, 0.447340,0.090574, 0.323738,0.106429, 0.230823,0.069052, 0.198818,0.024989, 0.131144,0.663726
368,0.298639, 0.474471,0.179503, 0.332109,0.173448, 0.206048,0.086724, 0.103024,0.051159, 0.094874,0.421054
369,0.244879, 0.489070,0.130367, 0.380388,0.073475, 0.227959,0.132271, 0.193775,0.000001, 0.127815,0.838014
370,0.203225, 0.295204,0.195750, 0.387183,0.145733, 0.297073,0.076008, 0.263960,0.038473, 0.097390,0.681620
371,0.111839, 0.435574,0.084917, 0.455302,0.023591, 0.344080,0.087464, 0.267047,0.039493, 0.150695,1.305394
372,0.264427, 0.385179,0.156940, 0.398016,0.107495, 0.324803,0.099754, 0.164673,0.006221, 0.092493,0.730327
373,0.258809, 0.452314,0.214049, 0.343073,0.149537, 0.278561,0.063048, 0.121021,0.027553, 0.092034,0.574008
374,0.160639, 0.282885,0.155685, 0.502412,0.124387, 0.281359,0.058542, 0.221762,0.000001, 0.212329,1.001493
375,0.257567, 0.389633,0.168759, 0.323600,0.117743, 0.322975,0.105658, 0.194817,0.040984, 0.078264,0.618578
376,0.219453, 0.460808,0.149207, 0.211126,0.070219, 0.297975,0.096863, 0.345607,0.000001, 0.148741,0.928515
377,0.226988, 0.527454,0.152540, 0.301437,0.089601, 0.260609,0.064795, 0.195814,0.005658, 0.175105,0.920838
378,0.206263, 0.459749,0.165107, 0.247418,0.165107, 0.247418,0.078537, 0.278080,0.000001, 0.152318,0.769969
379,0.215707, 0.429424,0.106858, 0.322566,0.128623, 0.337562,0.009078, 0.321558,0.015306, 0.113317,1.048854
380,0.267171, 0.458029,0.149702, 0.190716,0.149322, 0.322208,0.150661, 0.171547,0.044777, 0.095866,0.476733
381,0.179104, 0.455165,0.122769, 0.345750,0.132243, 0.294389,0.127602, 0.218149,0.018171, 0.106658,0.840222
382,0.093957, 0.425413,0.107452, 0.477779,0.129842, 0.295570,0.028567, 0.283608,0.027969, 0.129842,1.224426
383,0.218326, 0.548073,0.064640, 0.347886,0.128863, 0.238250,0.074170, 0.183557,0.000001, 0.196235,1.028002
384,0.190712, 0.437959,0.218979, 0.405540,0.121674, 0.294931,0.073560, 0.145420,0.046206, 0.065021,0.697739
385,0.229983, 0.330737,0.254062, 0.330737,0.196488, 0.292400,0.071908, 0.171141,0.044268, 0.078275,0.406581
386,0.259173, 0.485368,0.138868, 0.329020,0.147895, 0.208715,0.108722, 0.223641,0.036778, 0.061819,0.617127
387,0.113920, 0.388630,0.134800, 0.433134,0.134508, 0.268185,0.125637, 0.276641,0.033305, 0.091239,0.915657
388,0.067974, 0.470968,0.095235, 0.492146,0.010778, 0.349502,0.106224, 0.243278,0.016063, 0.147832,1.407452
389,0.209267, 0.413951,0.172173, 0.311609,0.188431, 0.370757,0.052657, 0.135774,0.044516, 0.100865,0.665913
390,0.325574, 0.382582,0.160270, 0.250816,0.162787, 0.191291,0.177039, 0.205543,0.054949, 0.089149,0.238763
391,0.235694, 0.339464,0.158401, 0.343056,0.224734, 0.328504,0.057461, 0.184715,0.015554, 0.112419,0.616314
392,0.214935, 0.522653,0.071407, 0.344256,0.079763, 0.327444,0.035677, 0.266163,0.000001, 0.137701,1.196433
393,0.225311, 0.398539,0.080122, 0.344108,0.153549, 0.190559,0.064576, 0.369070,0.034296, 0.139871,0.884293
394,0.314515, 0.470052,0.146882, 0.199312,0.139836, 0.266470,0.103497, 0.202834,0.056040, 0.100562,0.478459
395,0.261025, 0.313052,0.141284, 0.287038,0.159163, 0.438273,0.056752, 0.167298,0.010583, 0.165532,0.742386
396,0.201309, 0.530080,0.030031, 0.408722,0.062747, 0.339871,0.019961, 0.259284,0.000001, 0.147995,1.371901
397,0.235923, 0.450880,0.017981, 0.412082,0.063196, 0.343402,0.000001, 0.305860,0.000001, 0.170674,1.365797
398,0.231635, 0.283430,0.252990, 0.313870,0.162744, 0.300525,0.067546, 0.198307,0.081302, 0.107652,0.407567
399,0.219635, 0.401807,0.135760, 0.303511,0.093556, 0.290394,0.070759, 0.219635,0.077882, 0.187061,0.804815
400,0.215335, 0.386398,0.205964, 0.268605,0.164771, 0.277379,0.165287, 0.233876,0.000001, 0.082385,0.497285
401,0.147188, 0.451471,0.112304, 0.299329,0.131099, 0.409942,0.064426, 0.205817,0.045393, 0.133032,0.999181
402,0.146113, 0.469749,0.008975, 0.460774,0.059672, 0.315491,0.055102, 0.307931,0.000001, 0.176192,1.460274
403,0.225643, 0.487696,0.174914, 0.346725,0.078858, 0.267867,0.042225, 0.225643,0.032988, 0.117440,0.890744
404,0.186409, 0.315455,0.217023, 0.305998,0.210538, 0.282601,0.125466, 0.247273,0.008656, 0.100581,0.503815
405,0.282299, 0.440721,0.206232, 0.335118,0.100180, 0.259051,0.129301, 0.152999,0.043100, 0.051000,0.477774
406,0.187917, 0.540967,0.155230, 0.368070,0.030075, 0.320307,0.039966, 0.216129,0.000001, 0.141338,1.173622
407,0.190253, 0.474145,0.095472, 0.429488,0.158868, 0.209265,0.133669, 0.184066,0.000001, 0.124772,0.843472
408,0.259258, 0.396626,0.241945, 0.382694,0.116401, 0.315695,0.076236, 0.089170,0.035555, 0.086419,0.541208
409,0.233556, 0.349510,0.208090, 0.328951,0.165982, 0.305785,0.094574, 0.235884,0.033383, 0.044286,0.528831
410,0.212972, 0.433407,0.071912, 0.298064,0.063316, 0.409835,0.074803, 0.215460,0.051538, 0.168694,1.050918
411,0.193954, 0.224686,0.202752, 0.375129,0.147248, 0.283473,0.176230, 0.220655,0.040423, 0.135451,0.478788
412,0.138637, 0.322189,0.149658, 0.518026,0.139292, 0.319542,0.049167, 0.229417,0.037195, 0.096877,0.972102
413,0.316042, 0.363865,0.286773, 0.345312,0.084495, 0.216637,0.084008, 0.169752,0.000001, 0.133116,0.457363
414,0.226425, 0.358887,0.148382, 0.293481,0.262420, 0.288652,0.115356, 0.173191,0.011173, 0.122032,0.472486
415,0.206415, 0.312018,0.103704, 0.444166,0.103557, 0.323443,0.080472, 0.259216,0.000001, 0.167008,1.011704
416,0.139674, 0.340162,0.105168, 0.424569,0.119959, 0.304386,0.125011, 0.317842,0.003270, 0.119959,1.013835
417,0.213574, 0.517249,0.138156, 0.240899,0.123005, 0.373754,0.097047, 0.189528,0.015434, 0.091353,0.825566
418,0.256142, 0.364661,0.142831, 0.397382,0.084654, 0.298965,0.035203, 0.278996,0.026259, 0.114906,0.909820
419,0.312951, 0.487628,0.095067, 0.200145,0.039031, 0.320231,0.044018, 0.303004,0.018295, 0.179631,0.981277
420,0.243590, 0.518420,0.074110, 0.333925,0.064822, 0.297940,0.100946, 0.201893,0.044946, 0.119408,0.943171
421,0.070575, 0.416742,0.073173, 0.490154,0.142605, 0.281664,0.076842, 0.281664,0.000001, 0.166580,1.273607
422,0.238029, 0.254125,0.188343, 0.320662,0.134255, 0.267351,0.238029, 0.254125,0.000001, 0.105080,0.402684
423,0.228368, 0.454222,0.093197, 0.351948,0.124964, 0.348922,0.094707, 0.195217,0.038612, 0.069842,0.840304
424,0.186789, 0.376274,0.217795, 0.410254,0.066980, 0.381141,0.077443, 0.174428,0.030391, 0.078506,0.841205
425,0.205419, 0.417561,0.153499, 0.315149,0.130899, 0.364446,0.111567, 0.151821,0.047008, 0.102630,0.703215
426,0.221692, 0.387977,0.173540, 0.351298,0.155368, 0.225906,0.155368, 0.242719,0.026345, 0.059786,0.535372
427,0.135590, 0.390564,0.184996, 0.258300,0.152253, 0.396324,0.148344, 0.221648,0.012037, 0.099945,0.733561
428,0.192224, 0.278933,0.137472, 0.340199,0.235578, 0.322287,0.085300, 0.178590,0.007646, 0.221772,0.683560
429,0.184912, 0.527890,0.169262, 0.356401,0.095039, 0.262831,0.054906, 0.178935,0.000001, 0.169822,0.991761
430,0.139351, 0.400879,0.171364, 0.449429,0.135057, 0.303171,0.082343, 0.146076,0.037273, 0.135057,0.869226
431,0.221720, 0.439532,0.149637, 0.340494,0.143752, 0.199524,0.077831, 0.294668,0.026848, 0.105992,0.760422
432,0.083000, 0.425518,0.153097, 0.402564,0.164949, 0.239698,0.114301, 0.251925,0.058602, 0.106347,0.852104
433,0.355301, 0.457967,0.151984, 0.203317,0.138174, 0.277831,0.096448, 0.212266,0.035694, 0.071017,0.444797
