ó^Ç¶ÇΩèdóvìx,0.130000,0.230000,0.120000,0.220000,0.110000,0.210000,0.090000,0.190000,0.080000,0.180000,0.070000,0.170000,0.050000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
36,0.201541, 0.201541,0.134072, 0.134072,0.196767, 0.196767,0.133664, 0.133664,0.151335, 0.151335,0.089157, 0.089157,0.093463, 0.093463,0.000000
37,0.182076, 0.182076,0.198130, 0.198130,0.145918, 0.145918,0.147596, 0.147596,0.104779, 0.104779,0.148383, 0.148383,0.073117, 0.073117,0.000000
38,0.166355, 0.166355,0.185622, 0.185622,0.177135, 0.177135,0.122428, 0.122428,0.145527, 0.145527,0.120969, 0.120969,0.081963, 0.081963,0.000000
39,0.158363, 0.158363,0.187286, 0.187286,0.165328, 0.165328,0.151486, 0.151486,0.115871, 0.115871,0.125810, 0.125810,0.095857, 0.095857,0.000000
40,0.169484, 0.169484,0.168575, 0.168575,0.168723, 0.168723,0.168320, 0.168320,0.157662, 0.157662,0.086437, 0.086437,0.080799, 0.080799,0.000000
41,0.185192, 0.185192,0.181528, 0.181528,0.167765, 0.167765,0.113240, 0.113240,0.151210, 0.151210,0.103726, 0.103726,0.097340, 0.097340,0.000000
42,0.168047, 0.168047,0.204861, 0.204861,0.142024, 0.142024,0.152710, 0.152710,0.134112, 0.134112,0.125387, 0.125387,0.072857, 0.072857,0.000000
43,0.177136, 0.177136,0.147454, 0.147454,0.160275, 0.160275,0.159499, 0.159499,0.118034, 0.118034,0.135296, 0.135296,0.102306, 0.102306,0.000000
44,0.159037, 0.159037,0.187289, 0.187289,0.212619, 0.212619,0.137241, 0.137241,0.119127, 0.119127,0.102754, 0.102754,0.081932, 0.081932,0.000000
45,0.220454, 0.220454,0.198143, 0.198143,0.160522, 0.160522,0.127201, 0.127201,0.119714, 0.119714,0.098375, 0.098375,0.075591, 0.075591,0.000000
46,0.157403, 0.157403,0.168469, 0.168469,0.138874, 0.138874,0.191120, 0.191120,0.127031, 0.127031,0.126148, 0.126148,0.090954, 0.090954,0.000000
47,0.181096, 0.181096,0.198149, 0.198149,0.145617, 0.145617,0.148862, 0.148862,0.114649, 0.114649,0.081564, 0.081564,0.130064, 0.130064,0.000000
48,0.185286, 0.185286,0.148114, 0.148114,0.197452, 0.197452,0.150220, 0.150220,0.124233, 0.124233,0.114413, 0.114413,0.080282, 0.080282,0.000000
49,0.161546, 0.161546,0.168184, 0.168184,0.166081, 0.166081,0.152312, 0.152312,0.146010, 0.146010,0.125070, 0.125070,0.080798, 0.080798,0.000000
50,0.223242, 0.223242,0.200343, 0.200343,0.133437, 0.133437,0.120447, 0.120447,0.107699, 0.107699,0.125849, 0.125849,0.088982, 0.088982,0.000000
51,0.146330, 0.146330,0.121178, 0.121178,0.196241, 0.196241,0.156632, 0.156632,0.139959, 0.139959,0.126678, 0.126678,0.112982, 0.112982,0.000000
52,0.159066, 0.159066,0.145406, 0.145406,0.178575, 0.178575,0.148088, 0.148088,0.138660, 0.138660,0.126518, 0.126518,0.103686, 0.103686,0.000000
53,0.191751, 0.191751,0.148843, 0.148843,0.199220, 0.199220,0.161681, 0.161681,0.081097, 0.081097,0.106835, 0.106835,0.110573, 0.110573,0.000000
54,0.182478, 0.182478,0.195727, 0.195727,0.133637, 0.133637,0.136227, 0.136227,0.127057, 0.127057,0.117565, 0.117565,0.107309, 0.107309,0.000000
55,0.197483, 0.197483,0.156715, 0.156715,0.202058, 0.202058,0.123279, 0.123279,0.154785, 0.154785,0.084626, 0.084626,0.081053, 0.081053,0.000000
56,0.162084, 0.162084,0.145808, 0.145808,0.151740, 0.151740,0.157045, 0.157045,0.147422, 0.147422,0.124113, 0.124113,0.111787, 0.111787,0.000000
57,0.205215, 0.205215,0.196534, 0.196534,0.146595, 0.146595,0.083936, 0.083936,0.147185, 0.147185,0.122467, 0.122467,0.098069, 0.098069,0.000000
58,0.149219, 0.149219,0.203506, 0.203506,0.171246, 0.171246,0.126128, 0.126128,0.155440, 0.155440,0.110606, 0.110606,0.083854, 0.083854,0.000000
59,0.232173, 0.232173,0.151636, 0.151636,0.165739, 0.165739,0.131143, 0.131143,0.101843, 0.101843,0.122398, 0.122398,0.095066, 0.095066,0.000000
60,0.143423, 0.143423,0.157564, 0.157564,0.205284, 0.205284,0.102053, 0.102053,0.127215, 0.127215,0.135876, 0.135876,0.128585, 0.128585,0.000000
61,0.158174, 0.158174,0.169183, 0.169183,0.213211, 0.213211,0.147268, 0.147268,0.118936, 0.118936,0.103231, 0.103231,0.089996, 0.089996,0.000000
62,0.200117, 0.200117,0.165121, 0.165121,0.163383, 0.163383,0.111174, 0.111174,0.126109, 0.126109,0.113239, 0.113239,0.120857, 0.120857,0.000000
