é¿çsâÒêî,P_1,P_2,P_3,P_4,P_5,P_6,ïΩãœ,
159,0.547074,0.890773,0.720688,0.596918,0.455730,0.627292,0.639746, 
160,0.292022,0.168431,0.352102,0.482676,0.625679,0.561787,0.413783, 
161,0.372476,0.938020,0.478581,0.393805,0.000000,0.000000,0.363814, 
162,0.335501,0.467786,0.502183,0.233328,0.496918,0.540814,0.429422, 
163,0.177308,0.710189,0.170675,0.635375,0.695216,0.389193,0.462993, 
164,0.000000,0.446612,0.756259,0.278192,0.750829,0.628994,0.476814, 
165,0.000000,0.789281,0.659561,0.508294,0.585942,0.707470,0.541758, 
166,0.069390,0.608956,0.520624,0.202423,0.737993,0.324668,0.410676, 
167,0.251378,0.668640,0.129504,0.498105,0.286949,0.477926,0.385417, 
168,0.659474,0.000000,0.257901,0.706958,0.465298,0.751102,0.473455, 
169,0.245357,0.394446,0.059368,0.785727,0.558265,0.361537,0.400783, 
170,0.000000,0.000000,0.760900,0.268341,0.438969,0.705420,0.362272, 
171,0.512250,0.363888,0.772611,0.163657,0.454577,0.596051,0.477173, 
172,0.374491,0.546393,0.621694,0.855210,0.098515,0.604809,0.516852, 
173,0.135209,0.546094,0.694593,0.485140,0.633737,0.060742,0.425919, 
174,0.507391,0.810110,0.753800,0.672772,0.865571,0.648272,0.709653, 
175,0.561479,0.661252,0.510911,0.552488,0.834186,0.225568,0.557647, 
176,0.816061,0.454669,0.645729,0.408565,0.591221,0.687149,0.600566, 
177,0.080704,0.081500,0.493965,0.403696,0.567639,0.523320,0.358471, 
178,0.398250,0.915187,0.589009,0.664281,0.408687,0.456720,0.572022, 
179,0.132736,0.342650,0.657827,0.785500,0.447778,0.228337,0.432471, 
180,0.000000,0.278975,0.106420,0.106420,0.673742,0.481072,0.274438, 
181,0.390205,0.763618,0.495946,0.605709,0.492488,0.000000,0.457994, 
182,0.575307,0.489057,0.515083,0.166711,0.622565,0.446997,0.469286, 
183,0.783662,0.225383,0.741855,0.411097,0.655866,0.090444,0.484718, 
184,0.390859,0.297821,0.588078,0.371052,0.648883,0.248184,0.424147, 
185,0.510454,0.701748,0.677644,0.745911,0.233040,0.753115,0.603652, 
186,0.097212,0.854645,0.278639,0.507217,0.024763,0.629859,0.398722, 
187,0.055226,0.722084,0.297285,0.598989,0.225345,0.794999,0.448988, 
188,0.117599,0.324667,0.788555,0.541913,0.333242,0.735309,0.473547, 
189,0.658519,0.472812,0.637652,0.702873,0.669856,0.378952,0.586777, 
190,0.542060,0.475837,0.603327,0.891271,0.809679,0.093648,0.569304, 
191,0.118272,0.958523,0.195953,0.468543,0.634048,0.637360,0.502116, 
192,0.463760,0.395410,0.312547,0.531633,0.296869,0.522759,0.420496, 
193,0.000000,0.000000,0.106420,0.481244,0.393763,0.481072,0.243750, 
194,0.417322,0.657683,0.135296,0.277881,0.939940,0.333998,0.460353, 
195,0.437814,0.314286,0.150553,0.536377,0.450872,0.457317,0.391203, 
196,0.243605,0.298149,0.287361,0.403700,0.520823,0.404277,0.359652, 
197,0.521204,0.599621,0.740143,0.413986,0.559677,0.468448,0.550513, 
198,0.000000,0.301391,0.000000,0.199301,0.570326,0.432480,0.250583, 
199,0.623802,0.261723,0.768742,0.821982,0.187141,0.660966,0.554059, 
200,0.456807,0.587914,0.027245,0.560468,0.654181,0.031786,0.386400, 
201,0.680940,0.332615,0.309482,0.112973,0.584210,0.792028,0.468708, 
202,0.668463,0.714412,0.587618,0.461691,0.972879,0.729289,0.689058, 
203,0.000000,0.922987,0.514796,0.518634,0.803796,0.856264,0.602746, 
204,0.523964,0.572772,0.474883,0.573973,0.960775,0.424700,0.588511, 
205,0.022563,0.394513,0.161039,0.763633,0.853000,0.258822,0.408928, 
206,0.000000,0.422403,0.655727,0.775543,0.442676,0.829731,0.521013, 
207,0.035813,0.358036,0.860209,0.578033,0.564224,0.580763,0.496180, 
208,0.721536,0.707688,0.550981,0.366886,0.380002,0.749651,0.579457, 
209,0.846277,0.599315,0.643396,0.857662,0.346091,0.775473,0.678036, 
210,0.275354,0.153017,0.786218,0.560326,0.833940,0.260411,0.478211, 
211,0.472828,0.567031,0.590133,0.957022,0.455407,0.392326,0.572458, 
212,0.412046,0.838268,0.394472,0.428186,0.574210,0.592051,0.539872, 
213,0.500471,0.469863,0.752412,0.327045,0.327244,0.763802,0.523473, 
214,0.570853,0.478772,0.528542,0.417089,0.290739,0.543791,0.471631, 
215,0.423831,0.056091,0.331695,0.495332,0.028046,0.640403,0.329233, 
216,0.710845,0.471370,0.321856,0.550659,0.875654,0.560862,0.581874, 
217,0.374239,0.419434,0.624080,0.537422,0.323436,0.201578,0.413365, 
218,0.588672,0.013058,0.709066,0.921218,0.743022,0.372776,0.557969, 
219,0.405227,0.117043,0.705906,0.258541,0.708597,0.650162,0.474246, 
220,0.681725,0.522096,0.810479,0.700769,0.831196,0.355196,0.650243, 
221,0.278479,0.498353,0.640897,0.733425,0.742663,0.946087,0.639984, 
