é¿çsâÒêî,F_1,F_2,F_3,F_4,F_5,F_6,ïΩãœ,
1,0.719316,0.566876,0.474140,0.519514,0.673936,0.239882,0.532277, 
2,0.195171,0.757730,0.775843,0.178105,0.116057,0.930885,0.492299, 
3,0.719286,0.624626,0.801116,0.583789,0.462424,0.872169,0.677235, 
4,0.480034,0.482337,0.649179,0.796190,0.698009,0.977790,0.680590, 
5,0.608665,0.607723,0.349238,0.659471,0.620885,0.897751,0.623955, 
6,0.684295,0.895196,0.396720,0.577293,0.822601,0.925603,0.716951, 
7,0.764065,0.731540,0.806161,0.560835,0.812101,0.755687,0.738398, 
8,0.894803,0.326747,0.624478,0.464081,0.849761,0.644245,0.634019, 
9,0.779496,0.817978,0.827062,0.685417,0.314138,0.727325,0.691903, 
10,0.805779,0.582607,0.717848,0.764485,0.925654,0.658683,0.742509, 
11,0.237546,0.466641,0.312371,0.595736,0.665418,0.757675,0.505898, 
12,0.594572,0.617842,0.521217,0.611583,0.831061,0.509755,0.614338, 
13,0.806566,0.203006,0.711063,0.000000,0.746907,0.514712,0.497042, 
14,0.579168,0.587834,0.870335,0.129665,0.840601,0.572798,0.596734, 
15,0.876929,0.735283,0.675277,0.533431,0.557055,0.743189,0.686861, 
16,0.797721,0.855163,0.420214,0.666465,0.516570,0.277057,0.588865, 
17,0.412261,0.672176,0.716541,0.915178,0.585972,0.670608,0.662123, 
18,0.582989,0.627754,0.447523,0.445878,0.561001,0.854789,0.586656, 
19,0.660736,0.802031,0.586401,0.524577,0.814340,0.729548,0.686272, 
20,0.819222,0.297878,0.625634,0.817032,0.742950,0.823147,0.687644, 
21,0.743380,0.700743,0.392664,0.585565,0.136568,0.864473,0.570565, 
22,0.768330,0.000000,0.820182,0.468686,0.000000,0.903089,0.493381, 
23,0.486188,0.800396,0.593033,0.575494,0.651586,0.640955,0.624609, 
24,0.791709,0.000000,0.672385,0.325204,0.909344,0.725001,0.570607, 
25,0.542082,0.692371,0.538086,0.636444,0.875142,0.628170,0.652049, 
26,0.758253,0.564423,0.474723,0.719757,0.651125,0.927945,0.682704, 
27,0.000000,0.752417,0.385797,0.000000,0.681967,0.815329,0.439252, 
28,0.380751,0.812494,0.723979,0.000000,0.748073,0.942098,0.601232, 
29,0.340492,0.220147,0.658355,0.644544,0.810064,0.900127,0.595622, 
30,0.608167,0.598419,0.652929,0.442871,0.756796,0.832157,0.648556, 
31,0.746619,0.655434,0.606737,0.452589,0.545816,0.715804,0.620500, 
32,0.685403,0.865403,0.766486,0.842866,0.209688,0.850582,0.703405, 
33,0.656936,0.738068,0.027368,0.551474,0.610797,0.888559,0.578867, 
34,0.622439,0.488700,0.551170,0.476400,0.770562,0.797141,0.617735, 
35,0.579993,0.718236,0.549073,0.934125,0.699492,0.530893,0.668635, 
36,0.801685,0.660609,0.736027,0.477163,0.867026,0.977402,0.753319, 
37,0.870349,0.678115,0.604322,0.417886,0.891757,0.655311,0.686290, 
38,0.611164,0.537428,0.848449,0.809130,0.756296,0.712335,0.712467, 
39,0.656525,0.646076,0.373401,0.526037,0.937760,0.674202,0.635667, 
40,0.782929,0.595342,0.561258,0.817065,0.819088,0.804542,0.730037, 
41,0.448908,0.661019,0.000000,0.726552,0.708382,0.499901,0.507460, 
42,0.645858,0.616063,0.851843,0.696334,0.484380,0.582828,0.646218, 
43,0.728881,0.768550,0.546053,0.385653,0.561054,0.804551,0.632457, 
44,0.661464,0.476503,0.450725,0.989961,0.837082,0.865860,0.713599, 
45,0.727654,0.643142,0.391116,0.342272,0.493775,0.914010,0.585328, 
46,0.697804,0.607702,0.652406,0.558081,0.808485,0.722765,0.674540, 
47,0.693363,0.711695,0.734132,0.752578,0.854728,0.736892,0.747231, 
48,0.973753,0.078248,0.568991,0.568790,0.918469,0.692891,0.633524, 
49,0.796369,0.695920,0.698002,0.528356,0.310396,0.854443,0.647248, 
50,0.659051,0.677998,0.946636,0.843486,0.857148,0.975830,0.826691, 
51,0.684323,0.663233,0.496116,0.667415,0.753801,0.526032,0.631820, 
52,0.844778,0.731662,0.687645,0.617495,0.591640,0.826415,0.716606, 
53,0.551892,0.604393,0.467703,0.574218,0.854734,0.710759,0.627283, 
54,0.868957,0.624356,0.428066,0.796393,0.570809,0.759162,0.674624, 
55,0.844866,0.486747,0.563724,0.540777,0.467628,0.869894,0.628939, 
56,0.825945,0.616635,0.772217,0.594470,0.762891,0.540128,0.685381, 
57,0.783413,0.591121,0.508344,0.574275,0.416711,0.517105,0.565161, 
58,0.885594,0.542829,0.325549,0.435843,0.415793,0.788480,0.565681, 
59,0.525361,0.671449,0.867117,0.664873,0.593922,0.770024,0.682124, 
60,0.718261,0.759474,0.355581,0.777828,0.634872,0.723994,0.661668, 
61,0.564568,0.372665,0.506419,0.471295,0.370945,0.684897,0.495131, 
62,0.797889,0.669730,0.272820,0.408583,0.853590,0.901602,0.650703, 
63,0.072897,0.525276,0.729317,0.533659,0.711906,0.850657,0.570618, 
64,0.557835,0.792278,0.450174,0.643987,0.369289,0.829931,0.607249, 
65,0.341661,0.484089,0.622012,0.127438,0.526745,0.690549,0.465416, 
66,0.748687,0.777294,0.299576,0.663244,0.827351,0.782708,0.683143, 
67,0.712610,0.836548,0.850613,0.578772,0.483847,0.925529,0.731320, 
68,0.809174,0.162952,0.171876,0.700094,0.882974,0.975684,0.617126, 
69,0.752366,0.713101,0.763373,0.000000,0.943934,0.598607,0.628564, 
70,0.768328,0.878480,0.686008,0.422242,0.748481,0.607136,0.685113, 
71,0.606315,0.734060,0.414601,0.544652,0.839363,0.815139,0.659022, 
72,0.599176,0.859900,0.000000,0.406186,0.721275,0.788246,0.562464, 
73,0.797042,0.806370,0.597439,0.498104,0.673231,0.831341,0.700588, 
74,0.693150,0.656036,0.738777,0.453191,0.556043,0.723569,0.636794, 
75,0.590992,0.834953,0.421979,0.672259,0.533860,0.342861,0.566151, 
76,0.866457,0.825406,0.545680,0.818656,0.808774,0.754987,0.769994, 
77,0.806188,0.018883,0.670459,0.613268,0.639521,0.614985,0.560551, 
