ó^Ç¶ÇΩèdóvìx,0.120000,0.240000,0.120000,0.220000,0.120000,0.200000,0.110000,0.170000,0.090000,0.170000,0.070000,0.170000,0.040000,0.160000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
134,0.099880, 0.211240,0.119576, 0.191498,0.192009, 0.257009,0.096005, 0.166957,0.065621, 0.205487,0.075749, 0.144545,0.043589, 0.130833,0.615140
135,0.145997, 0.177002,0.145997, 0.172527,0.145997, 0.172527,0.145997, 0.172527,0.145997, 0.172527,0.072998, 0.152590,0.031319, 0.145997,0.331397
136,0.138317, 0.264532,0.122402, 0.170552,0.122402, 0.177726,0.138317, 0.191293,0.080148, 0.175777,0.049390, 0.170135,0.033575, 0.165434,0.630899
137,0.155374, 0.201803,0.143469, 0.218072,0.108044, 0.183945,0.088676, 0.186326,0.086616, 0.159033,0.077687, 0.174422,0.043614, 0.172918,0.593039
138,0.156859, 0.200413,0.156859, 0.224817,0.156859, 0.202891,0.105998, 0.184637,0.044572, 0.173422,0.055771, 0.114144,0.049336, 0.173422,0.547492
139,0.189989, 0.238799,0.094995, 0.127534,0.157309, 0.211153,0.063767, 0.200073,0.094995, 0.184582,0.078655, 0.184582,0.042231, 0.131335,0.556119
140,0.125678, 0.173921,0.177584, 0.260513,0.150112, 0.202310,0.119726, 0.173921,0.075056, 0.148637,0.043772, 0.181247,0.054006, 0.113517,0.508135
141,0.173411, 0.216268,0.093848, 0.176370,0.187697, 0.235316,0.088185, 0.202734,0.053727, 0.187016,0.079527, 0.127862,0.046924, 0.131115,0.553363
142,0.117721, 0.167172,0.136659, 0.235442,0.139699, 0.179878,0.139699, 0.179878,0.117721, 0.167172,0.069849, 0.155707,0.038927, 0.154477,0.479449
143,0.108564, 0.178679,0.146444, 0.234134,0.135455, 0.181243,0.146444, 0.195651,0.073222, 0.178190,0.068974, 0.172760,0.025140, 0.155098,0.591511
144,0.135965, 0.262863,0.122928, 0.185965,0.122928, 0.174655,0.135965, 0.185369,0.083459, 0.169978,0.054250, 0.163839,0.046512, 0.155324,0.595987
145,0.109730, 0.202555,0.168983, 0.219459,0.133539, 0.202555,0.109730, 0.157349,0.088777, 0.143063,0.088777, 0.163301,0.039337, 0.172844,0.522252
146,0.100876, 0.223427,0.178665, 0.229459,0.098856, 0.201753,0.089332, 0.184088,0.080616, 0.201221,0.071301, 0.147836,0.053744, 0.138826,0.653219
147,0.097455, 0.228923,0.143891, 0.191510,0.143891, 0.211491,0.071945, 0.131068,0.097455, 0.174503,0.114462, 0.173653,0.057231, 0.162524,0.547343
148,0.105474, 0.199726,0.096887, 0.205214,0.156661, 0.240361,0.105474, 0.172324,0.096258, 0.193458,0.060623, 0.177070,0.048129, 0.142341,0.660986
149,0.156422, 0.185333,0.156422, 0.181932,0.156422, 0.185333,0.130577, 0.166342,0.143435, 0.169409,0.055542, 0.145314,0.036941, 0.130577,0.328481
150,0.117480, 0.242287,0.130467, 0.234961,0.117480, 0.172795,0.117480, 0.169428,0.106491, 0.170390,0.054071, 0.164753,0.039160, 0.162755,0.634739
151,0.152441, 0.178971,0.152441, 0.182373,0.152441, 0.182373,0.134098, 0.155802,0.152441, 0.182373,0.054215, 0.155448,0.030488, 0.134098,0.342874
152,0.143893, 0.193893,0.158179, 0.193893,0.143893, 0.183179,0.089294, 0.169534,0.079089, 0.171366,0.089294, 0.185651,0.037805, 0.161036,0.517106
153,0.155147, 0.257868,0.122132, 0.183356,0.122132, 0.183356,0.122132, 0.181602,0.076372, 0.164082,0.066168, 0.153878,0.050915, 0.160862,0.570008
154,0.181449, 0.234092,0.114299, 0.182459,0.155523, 0.202613,0.114299, 0.177168,0.080407, 0.139809,0.080407, 0.193089,0.034567, 0.109819,0.478098
155,0.127151, 0.180723,0.150460, 0.258631,0.127151, 0.180723,0.060058, 0.175523,0.075480, 0.168421,0.044864, 0.170868,0.075230, 0.204717,0.679210
156,0.157953, 0.205572,0.146048, 0.203588,0.099810, 0.192344,0.087905, 0.141731,0.069034, 0.187168,0.084267, 0.191683,0.060319, 0.172579,0.589329
157,0.158388, 0.176703,0.158388, 0.185861,0.088352, 0.164341,0.158388, 0.185861,0.158388, 0.185861,0.079194, 0.164341,0.039597, 0.096337,0.318608
